season,week,team,opponent_team,player,position,proj_receiving_yards,proj_carries,proj_rushing_yards,proj_passing_yards,offense_snaps_last,snap_pct_last,proj_receiving_yards_adj,proj_rushing_yards_adj,proj_passing_yards_adj,proj_total_yards_adj,stable_role,rec_resid_p25,rec_resid_p75,rush_resid_p25,rush_resid_p75,pass_resid_p25,pass_resid_p75,proj_total_yards_p25,proj_total_yards_p75,risk_adj_total_yards,meets_usage_thresh,meets_snap_thresh,shortlist_flag,shortlist_reason
2025,17,DET,MIN,Jahmyr Gibbs,RB,45.5064072883795,14.816589179893148,80.56731210383737,0,64,0.8648648648648649,40.95576655954155,79.59637640988225,0,120.5521429694238,TRUE,-14.901409944084524,-3.937796637978517,-14.570864325097672,9.53263426578746,NA,NA,91.07986870024162,126.14698059723275,91.07986870024162,TRUE,TRUE,TRUE,RB Volume + Role
2025,17,DET,MIN,Amon-Ra St. Brown,WR,64.31199128717807,0.4362503480266384,0.3570989442349982,0,72,0.972972972972973,57.88079215846027,0.35279546057422295,0,58.23358761903449,TRUE,-21.302826016526705,7.457222107298614,-0.8589855853800651,-0.42726071477709654,NA,NA,36.07177601712772,65.26354901155601,36.07177601712772,TRUE,TRUE,TRUE,WR/TE Yds + Role
2025,17,DET,MIN,Jameson Williams,WR,60.12922800415149,1.0395413851377338,0.9675998204887818,0,70,0.945945945945946,54.116305203736346,0.9559390466756218,0,55.07224425041197,TRUE,-21.302826016526705,7.457222107298614,-0.8589855853800651,-0.42726071477709654,NA,NA,32.91043264850519,62.10220564293349,32.91043264850519,TRUE,TRUE,TRUE,WR/TE Yds + Role
